dbq_prd_type,website_name,competence_date,brand,product_code,country_code,currency_code,full_price,price,title,imageurl,itemurl,contract_id,seller_id,delivery_id
E0001,Baltini,6/5/2024,patou,snize-product-7118023655521,USD,USD,$985.00 ,$657.00 ,patou short sleeves cotton jacket,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/0770c4a8950bf76277a80a566b5ef1a0_befcc3ea-a5a6-42fa-a621-0374986c685d_large.jpg?v=1714397091,https://www.baltini.com/collections/womens-coats-jackets/products/patou-short-sleeve-cotton-jacket,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/6/2024,fay,snize-product-7121290592353,USD,USD,"$1,024.00 ",$683.00 ,fay '3 ganci' blue cotton jacket,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/82d4574e5b67be98dcdc87825f87508e_a2222a84-ab7e-4ce5-b7df-eef402edcd99_large.jpg?v=1714825950,https://www.baltini.com/collections/womens-coats-jackets/products/fay-giacca-jeans,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/7/2024,pucci,snize-product-7127709024353,USD,USD,$282.00 ,$188.00 ,pucci vivara-print cotton sarong,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/9b8ade365a1fff059bf2bc27a36646ee_4a64b4d4-5ce5-440a-92a2-555cac78d1fe_large.jpg?v=1713647681,https://www.baltini.com/collections/womens-swimwear/products/pucci-vivara-print-cotton-sarong,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/8/2024,versace,snize-product-7042672394337,USD,USD,$176.00 ,$117.00 ,versace bikinis swimwear,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/34ae7bcdbe3e888da52d951d7c349c25_a2aa3dec-2f1c-40a0-b3ce-cbad492ef1e8_large.jpg?v=1714394712,https://www.baltini.com/collections/womens-swimwear/products/barocco-print-triangle-bikini-top,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/9/2024,pucci,snize-product-7157676638305,USD,USD,$396.00 ,$264.00 ,pucci cigni-print cotton sarong,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/860535e05b8af3d9073712e8c9e9bfc5_large.jpg?v=1714685486,https://www.baltini.com/collections/womens-swimwear/products/pucci-cigni-print-cotton-sarong,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/10/2024,prism²,snize-product-6998421897313,USD,USD,$175.00 ,$117.00 ,prism² swimsuit n4 - ex santorini suit clothing,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/168557e4ecbecd0b009cc71044d915a1_ccd3bbc7-e4d4-44cc-9a2c-b2992904ff08_large.jpg?v=1715205454,https://www.baltini.com/collections/womens-swimwear/products/prism-swimsuit-n4-ex-santorini-suit-clothing-1,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/11/2024,burberry,snize-product-7050385490017,USD,USD,$663.00 ,$442.00 ,burberry archive beige ip check bikini beachwear,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/b815ceb09c7c03c3ea9c7654a4667e25_080c4a1e-d50b-4bf0-b4ae-fa0a0f3f1dfd_large.jpg?v=1715126835,https://www.baltini.com/collections/womens-swimwear/products/burberry-mare-beige,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/12/2024,pucci,snize-product-7157694038113,USD,USD,$396.00 ,$264.00 ,pucci cigni-print cotton sarong,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/0e681cc2ec8eb7f948bef617d614bbc3_large.jpg?v=1714686509,https://www.baltini.com/collections/womens-swimwear/products/pucci-cigni-print-cotton-sarong-1,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/13/2024,versace,snize-product-6957659455585,USD,USD,$531.00 ,$354.00 ,versace swimsuits,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/84e6794a3a9f7feca9af979df5e8f505_large.jpg?v=1713215955,https://www.baltini.com/collections/womens-swimwear/products/versace-swimsuits-20,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/14/2024,oséree,snize-product-6982806569057,USD,USD,$304.00 ,$203.00 ,oseree swimwear,https://cdn.shopify.com/s/files/1/0274/7695/1137/products/721c4f601dc1edca5c5b1c53ae5e5c04_49d02430-9e9f-4b38-922a-503e8f2f037d_large.jpg?v=1698060018,https://www.baltini.com/collections/womens-swimwear/products/oseree-swimwear-1,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/15/2024,prism²,snize-product-6998422192225,USD,USD,$175.00 ,$117.00 ,prism² swimsuit n11 - ex amalfi suit clothing,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/23b845ffea9894b24e3158f126ac8603_9ce01bd8-b37d-4f1e-9e11-f396770e3098_large.jpg?v=1715205469,https://www.baltini.com/collections/womens-swimwear/products/prism-swimsuit-n11-ex-amalfi-suit-clothing-1,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/16/2024,tory burch,snize-product-7056492036193,USD,USD,$212.00 ,$141.00 ,tory burch printed bikini bottom,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/5b690b0c4e8002ceeb5f931cdc0fc62d_98d5eb70-6dfe-4ac7-ac96-ad6a561c0348_large.jpg?v=1713892874,https://www.baltini.com/collections/womens-swimwear/products/tory-burch-printed-bikini-bottom-1,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/17/2024,versace,snize-product-7075083649121,USD,USD,$335.00 ,$223.00 ,versace underwears,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/db99b32453cf583c4e39ce74aeca2384_large.jpg?v=1713124831,https://www.baltini.com/collections/womens-swimwear/products/versace-underwears-4,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/18/2024,reina olga,snize-product-7075354706017,USD,USD,$256.00 ,$171.00 ,reina olga 'sam' bikini,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/00a0cb496c786f7e617cd478b51a6d94_large.jpg?v=1713190220,https://www.baltini.com/collections/womens-swimwear/products/reina-olga-sam-bikini,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/19/2024,versace,snize-product-7110215434337,USD,USD,$222.00 ,$148.00 ,versace sea clothing,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/9598a57dc8521dfd74e5a138b1568f38_e478a29d-15a7-46ee-a554-57b00890ee9e_large.jpg?v=1715281714,https://www.baltini.com/collections/womens-swimwear/products/versace-sea-clothing-24,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/20/2024,bikini lovers,snize-product-7115851661409,USD,USD,$152.00 ,$101.00 ,bikini lovers sea clothing,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/9df614315d8a20dab1227f6cec2e41c3_bfc05a94-54ea-4344-94fe-fe8d815a7139_large.jpg?v=1713866924,https://www.baltini.com/collections/womens-swimwear/products/bikini-lovers-sea-clothing,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/21/2024,bikini lovers,snize-product-7115852972129,USD,USD,$151.00 ,$100.00 ,bikini lovers sea clothing,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/0856271df11a35bbb626ac9e0fa8cb79_4c5266dd-f7b5-4428-ac56-3374ba336898_large.jpg?v=1713867013,https://www.baltini.com/collections/womens-swimwear/products/bikini-lovers-sea-clothing-6,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/22/2024,pucci,snize-product-7125010972769,USD,USD,$186.00 ,$124.00 ,pucci multicolor slip beachwear,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/70e27e1aeb409e780823a6e489784cd5_large.jpg?v=1713129575,https://www.baltini.com/collections/womens-swimwear/products/emilio-pucci-mare-nero,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/23/2024,dolce & gabbana,snize-product-7125554200673,USD,USD,$676.00 ,$451.00 ,flowering bikini,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/3099f7f3b465bdc9cf8bf75ec8f8174e_large.jpg?v=1713371751,https://www.baltini.com/collections/womens-swimwear/products/flowering-bikini,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/24/2024,marine serre,snize-product-7129683984481,USD,USD,$374.00 ,$250.00 ,marine serre moon bikini,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/6c4c633b839467835ee1cf94635993e2_e01f7a31-d65c-417f-9efe-3d9bcf3e23f6_large.jpg?v=1714137251,https://www.baltini.com/collections/womens-swimwear/products/marine-serre-moon-bikini-1,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/25/2024,versace,snize-product-7139474538593,USD,USD,$368.00 ,$245.00 ,versace greca-print swimsuit,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/9af07bed-5a4a-451b-8ab3-ab0626c951da_large.jpg?v=1715058750,https://www.baltini.com/collections/womens-swimwear/products/versace-grecaprint-swimsuit-1715057546658208555,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/26/2024,dolce & gabbana,snize-product-7140637737057,USD,USD,$691.00 ,$461.00 ,dolce & gabbana swimwear,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/fb9ee89cef9f450f28584408adfbef82_f725bb2a-4434-42a2-b6fe-08313e5277fd_large.jpg?v=1714733920,https://www.baltini.com/collections/womens-swimwear/products/dolce-gabbana-swimwear-3,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/27/2024,pucci,snize-product-7142204768353,USD,USD,$178.00 ,$119.00 ,emilio pucci sea clothing,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/d42b4d9f7d0ef7685a18376d2d9ed13c_6fd2c8a0-a11a-4747-b617-7dadf63510e5_large.jpg?v=1715163183,https://www.baltini.com/collections/womens-swimwear/products/emilio-pucci-1,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/28/2024,pucci,snize-product-7142390693985,USD,USD,$255.00 ,$170.00 ,emilio pucci sea clothing,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/c699978578675eeeb029529ae0b47a6a_336e9f45-b020-429e-8b61-f98a9346e600_large.jpg?v=1715196181,https://www.baltini.com/collections/womens-swimwear/products/emilio-pucci-sea-clothing-1,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/29/2024,pucci,snize-product-7142466027617,USD,USD,$490.00 ,$327.00 ,pucci full costume,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/59a3411678757fc797706dfccabc8c91_ebab66f6-e710-4e59-941d-c12e6cbad2c8_large.jpg?v=1715219924,https://www.baltini.com/collections/womens-swimwear/products/pucci-full-costume-1,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,6/30/2024,pucci,snize-product-7142523469921,USD,USD,$352.00 ,$235.00 ,pucci 'marmo' bikini top,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/950ac510f6bfb86ddc5c9cab4c92413a_ed0bf2a8-cb38-4183-8435-c77ccad86aaa_large.jpg?v=1715243640,https://www.baltini.com/collections/womens-swimwear/products/pucci-marmo-bikini-top,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,7/1/2024,ganni,snize-product-7116192907361,USD,USD,$201.00 ,$134.00 ,"ganni ""cherry"" t-shirt",https://cdn.shopify.com/s/files/1/0274/7695/1137/files/0024708f0a5ee9a7c9880b5ed9fc1df1_98801cd0-2921-4dad-8d1e-21c4058f1703_large.jpg?v=1713912034,https://www.baltini.com/collections/womens-topwear/products/ganni-cherry-t-shirt-1,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,7/2/2024,palm angels,snize-product-7007197167713,USD,USD,$222.00 ,$148.00 ,palm angels mirage cotton t-shirt,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/0671857014faa8d5632d898ae3add639_large.jpg?v=1714724115,https://www.baltini.com/collections/womens-topwear/products/palm-angels-mirage-cotton-t-shirt,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,7/3/2024,alaïa,snize-product-7128676499553,USD,USD,$801.00 ,$534.00 ,alaia t-shirts & tops,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/de05b0dda76c2779aadc6f22b37f9a2a_fabe9818-8728-4bef-afdc-e4d328f4063d_large.jpg?v=1713984649,https://www.baltini.com/collections/womens-topwear/products/alaia-t-shirts-tops-5,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,7/4/2024,moschino,snize-product-6907112783969,USD,USD,$191.00 ,$127.00 ,moschino t-shirts,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/f7cfd52303b30fc6c820c17a23535c85_large.jpg?v=1713229924,https://www.baltini.com/collections/womens-topwear/products/moschino-t-shirts-20,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,7/5/2024,burberry,snize-product-6955494768737,USD,USD,$390.00 ,$260.00 ,burberry oversize cotton t-shirt,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/fdae31cd5e9f202fae642206cfa99775_99b7a8be-4194-42d1-ad93-962df9830aec_large.jpg?v=1714845383,https://www.baltini.com/collections/womens-topwear/products/burberry-oversize-cotton-t-shirt,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,7/6/2024,dsquared2,snize-product-7016924774497,USD,USD,$236.00 ,$157.00 ,dsquared2 logo-print crop top,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/0d4d6603a04d6356ddd6a6ff0bce4beb_ab845a6f-00a8-4a59-a7aa-3fcda5fb6bc6_large.jpg?v=1713736850,https://www.baltini.com/collections/womens-topwear/products/dsquared2-logo-print-crop-top,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,7/7/2024,erl,snize-product-7047046692961,USD,USD,$198.00 ,$132.00 ,erl t-shirt,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/9a793cebf0310131eb5861fccab7ce20_4a297931-7a45-42b0-8854-cf3cfde7cf18_large.jpg?v=1714327335,https://www.baltini.com/collections/womens-topwear/products/erl-t-shirt-2,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,7/8/2024,balmain,snize-product-7054538047585,USD,USD,"$1,011.00 ",$674.00 ,balmain top,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/be1008495fd4eb7ea0ff7b47db7e98fb_large.jpg?v=1713491298,https://www.baltini.com/collections/womens-topwear/products/balmain-top-40,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,7/9/2024,givenchy,snize-product-7062237610081,USD,USD,$486.00 ,$324.00 ,givenchy top,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/15a17519b235cd40f7fc99de4d027f3d_b4e8a6a4-030f-404a-a52b-51db4b66b3d2_large.jpg?v=1714941584,https://www.baltini.com/collections/womens-topwear/products/givenchy-top-19,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,7/10/2024,burberry,snize-product-7067698364513,USD,USD,"$1,144.00 ",$762.00 ,burberry capes,https://cdn.shopify.com/s/files/1/0274/7695/1137/files/9bf0f182979a76d711f3bf7a67063866_bf245f82-5dee-4ea6-b1ca-ab86fbf943e8_large.jpg?v=1713690051,https://www.baltini.com/collections/womens-topwear/products/burberry-capes-2,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,7/11/2024,charo ruiz,snize-product-7075634184289,USD,USD,$307.00 ,$205.00 ,"charo ruiz ""güik"" top",https://cdn.shopify.com/s/files/1/0274/7695/1137/files/9ff23b7411ad56e93106eec0b1454f40_large.jpg?v=1713224116,https://www.baltini.com/collections/womens-topwear/products/charo-ruiz-guik-top-1,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
E0001,Baltini,7/12/2024,mugler,snize-product-7090749243489,USD,USD,$432.00 ,$288.00 ,mugler body,https://cdn.shopify.com/s/files/1/0274/7695/1137/products/448b2869c6619ecdcdfa5f940679f0a2_large.jpg?v=1706110497,https://www.baltini.com/collections/womens-topwear/products/mugler-body-7,rec4RTKV7IjqmEl5S,AKIAS3CAQLRAANVSQ3E5,1715677931
